date,city,country,country_iso,latitude,longitude,website_sessions,lead_submissions,orders_placed,revenue_usd,market
2026-02-24,Frankfurt,Germany,DE,50.0869,8.6461,661,22,7,1934.0,eu
2026-02-24,Amsterdam,Netherlands,NL,52.3356,4.8721,639,22,7,2165.0,eu
2026-02-24,New York,United States,US,40.7208,-74.03,1183,40,13,3568.0,na
2026-02-24,Seattle,United States,US,47.5862,-122.3281,764,26,8,2437.0,na
2026-02-24,Ashburn,United States,US,39.0638,-77.4794,604,20,6,1690.0,na
2026-02-24,Singapore,Singapore,SG,1.3401,103.8078,597,20,6,1888.0,apac
2026-02-25,Evesham,United Kingdom,GB,52.08,-1.972,955,32,10,3040.0,uk_home
2026-02-25,Malvern,United Kingdom,GB,52.093,-2.354,921,31,9,2817.5,uk_home
2026-02-25,Honeybourne,United Kingdom,GB,52.088,-1.786,687,23,7,2100.5,uk_home
2026-02-25,Worcester,United Kingdom,GB,52.159,-2.244,866,29,9,2558.5,uk_home
2026-02-25,Birmingham,United Kingdom,GB,52.466,-1.902,1165,39,12,3427.5,uk_home
2026-02-25,London,United Kingdom,GB,51.5114,-0.1518,1332,44,14,4554.0,uk_home
2026-02-25,Dublin,Ireland,IE,53.3498,-6.2803,831,27,8,2553.5,eu
2026-02-25,Frankfurt,Germany,DE,50.1229,8.6821,627,21,6,1696.5,eu
2026-02-25,Amsterdam,Netherlands,NL,52.3676,4.8841,605,20,6,1882.0,eu
2026-02-25,New York,United States,US,40.7248,-73.982,1112,37,11,3080.5,na
2026-02-25,Seattle,United States,US,47.6222,-122.3241,726,24,7,2162.0,na
2026-02-25,Ashburn,United States,US,39.0398,-77.5154,572,19,6,1689.5,na
2026-02-25,Singapore,Singapore,SG,1.3561,103.8198,573,19,6,1887.5,apac
2026-02-26,Evesham,United Kingdom,GB,52.068,-1.944,910,29,9,2756.5,uk_home
2026-02-26,Malvern,United Kingdom,GB,52.077,-2.302,873,28,8,2526.0,uk_home
2026-02-26,Honeybourne,United Kingdom,GB,52.128,-1.754,656,21,6,1828.5,uk_home
2026-02-26,Worcester,United Kingdom,GB,52.203,-2.212,825,26,8,2293.0,uk_home
2026-02-26,Birmingham,United Kingdom,GB,52.502,-1.922,1102,35,11,3154.5,uk_home
2026-02-26,London,United Kingdom,GB,51.5354,-0.1438,1252,40,12,3956.0,uk_home
2026-02-26,Dublin,Ireland,IE,53.3578,-6.2643,783,25,7,2265.5,eu
2026-02-26,Frankfurt,Germany,DE,50.1189,8.6501,599,19,6,1683.5,eu
2026-02-26,Amsterdam,Netherlands,NL,52.3396,4.9321,572,18,5,1595.0,eu
2026-02-26,New York,United States,US,40.7288,-74.022,1049,34,10,2825.0,na
2026-02-26,Seattle,United States,US,47.5782,-122.3521,686,22,6,1883.0,na
2026-02-26,Ashburn,United States,US,39.0638,-77.4954,542,17,5,1432.5,na
2026-02-26,Singapore,Singapore,SG,1.3681,103.8558,545,17,5,1597.5,apac
2026-02-27,Evesham,United Kingdom,GB,52.096,-1.968,879,27,8,2481.5,uk_home
2026-02-27,Malvern,United Kingdom,GB,52.129,-2.29,825,25,7,2230.5,uk_home
2026-02-27,Honeybourne,United Kingdom,GB,52.076,-1.746,635,19,6,1815.5,uk_home
2026-02-27,Worcester,United Kingdom,GB,52.187,-2.22,798,25,7,2048.5,uk_home
2026-02-27,Birmingham,United Kingdom,GB,52.502,-1.882,1040,32,10,2890.0,uk_home
2026-02-27,London,United Kingdom,GB,51.5154,-0.1478,1179,37,11,3652.5,uk_home
2026-02-27,Dublin,Ireland,IE,53.3738,-6.2363,743,23,7,2254.5,eu
2026-02-27,Frankfurt,Germany,DE,50.1389,8.6541,581,18,5,1440.0,eu
2026-02-27,Amsterdam,Netherlands,NL,52.3996,4.9121,544,17,5,1592.5,eu
2026-02-27,New York,United States,US,40.6968,-74.03,1000,31,9,2565.5,na
2026-02-27,Seattle,United States,US,47.6102,-122.3241,649,20,6,1870.0,na
2026-02-27,Ashburn,United States,US,39.0438,-77.4994,516,16,4,1184.0,na
2026-02-27,Singapore,Singapore,SG,1.3721,103.8038,518,16,5,1595.0,apac
2026-02-28,Evesham,United Kingdom,GB,52.1,-1.96,866,26,8,2485.0,uk_home
2026-02-28,Malvern,United Kingdom,GB,52.109,-2.362,784,23,7,2219.5,uk_home
2026-02-28,Honeybourne,United Kingdom,GB,52.068,-1.77,626,18,5,1550.0,uk_home
2026-02-28,Worcester,United Kingdom,GB,52.195,-2.232,786,23,7,2037.5,uk_home
2026-02-28,Birmingham,United Kingdom,GB,52.506,-1.918,986,29,9,2621.5,uk_home
2026-02-28,London,United Kingdom,GB,51.4754,-0.1638,1121,33,10,3332.5,uk_home
2026-02-28,Dublin,Ireland,IE,53.3618,-6.2403,714,21,6,1960.5,eu
2026-02-28,Frankfurt,Germany,DE,50.1109,8.6821,573,17,5,1437.5,eu
2026-02-28,Amsterdam,Netherlands,NL,52.3516,4.9401,525,15,4,1299.5,eu
2026-02-28,New York,United States,US,40.7368,-74.026,972,29,8,2314.5,na
2026-02-28,Seattle,United States,US,47.6062,-122.3241,620,18,5,1585.0,na
2026-02-28,Ashburn,United States,US,39.0718,-77.4794,498,15,4,1179.5,na
2026-02-28,Singapore,Singapore,SG,1.3441,103.8238,495,14,4,1299.0,apac
